"","Continent","Country","Year","Status","Lifeexpectancy","Population","GDP"
"427","Africa","Comoros",2005,"Developing",60,611627,621.93372
"428","Africa","Comoros",2004,"Developing",59.8,597228,616.4197236
"429","Africa","Comoros",2003,"Developing",59.6,583211,544.566526
"430","Africa","Comoros",2002,"Developing",59.5,569479,433.2691451
"431","Africa","Comoros",2001,"Developing",59.5,555888,395.9319363
"432","Africa","Comoros",2000,"Developing",59.5,542357,375.8528566
"433","Europe","Croatia",2015,"Developed",78,42364,11579.6674
"434","Europe","Croatia",2014,"Developed",77.8,4238389,13467.46827
"435","Europe","Croatia",2013,"Developed",77.7,4255689,13574.749
"436","Europe","Croatia",2012,"Developed",77.1,4267558,13235.97757
"437","Europe","Croatia",2011,"Developed",77,428622,14539.18421
"438","Europe","Croatia",2010,"Developed",76.6,4417781,1355.74586
"439","Europe","Croatia",2009,"Developed",76.3,442978,14157.14416
"440","Europe","Croatia",2008,"Developed",76,443458,15893.8656
"441","Europe","Croatia",2007,"Developed",75.8,4436,13546.69872
"442","Europe","Croatia",2006,"Developed",75.9,444,11363.41845
"443","Europe","Croatia",2005,"Developed",75.2,4442,1224.2459
"444","Europe","Croatia",2004,"Developed",75.4,4439,9365.742468
"445","Europe","Croatia",2003,"Developed",74.7,444,785.881418
"446","Europe","Croatia",2002,"Developed",74.8,444,653.71637
"447","Europe","Croatia",2001,"Developed",74.9,444,5245.421419
"448","Europe","Croatia",2000,"Developed",74.7,4426,4919.62869
"449","Asia","Cyprus",2015,"Developed",85,116985,2375.1127
"450","Asia","Cyprus",2014,"Developed",83,115239,2734.88382
"451","Asia","Cyprus",2013,"Developed",81,1143896,2797.96736
"452","Asia","Cyprus",2012,"Developed",80,113562,28951.15556
"453","Asia","Cyprus",2011,"Developed",79.7,1124835,32233.83942
"454","Asia","Cyprus",2010,"Developed",79.5,111267,3818.46396
"455","Asia","Cyprus",2009,"Developed",79.3,19876,3215.8159
"456","Asia","Cyprus",2008,"Developed",79.1,181563,3539.7488
"457","Asia","Cyprus",2007,"Developed",78.9,163712,31386.63265
"458","Asia","Cyprus",2006,"Developed",78.8,14559,27169.99256
"459","Asia","Cyprus",2005,"Developed",78.7,127658,25324.48666
"460","Asia","Cyprus",2004,"Developed",78.6,1141,23932.49128
"461","Asia","Cyprus",2003,"Developed",78.5,993563,2293.4789
"462","Asia","Cyprus",2002,"Developed",78.4,976966,16372.29152
"463","Asia","Cyprus",2001,"Developed",78.2,96282,1562.92433
"464","Asia","Cyprus",2000,"Developed",78.1,943286,14672.8826
"465","Europe","Denmark",2015,"Developed",86,5683483,5314.64416
"466","Europe","Denmark",2014,"Developed",84,5643475,62425.5392
"467","Europe","Denmark",2013,"Developed",81,5614932,61191.19263
"468","Europe","Denmark",2012,"Developed",80,5591572,5857.521
"469","Europe","Denmark",2011,"Developed",79.7,557572,61753.667
"470","Europe","Denmark",2010,"Developed",79.2,5547683,5841.41122
"471","Europe","Denmark",2009,"Developed",78.9,552395,58163.29359
"472","Europe","Denmark",2008,"Developed",78.8,5493621,64322.6664
"473","Europe","Denmark",2007,"Developed",78.4,5461438,58487.451
"474","Europe","Denmark",2006,"Developed",78.1,5437272,5226.99311
"475","Europe","Denmark",2005,"Developed",78.1,5419432,48799.8237
"476","Europe","Denmark",2004,"Developed",77.7,544523,46511.6457
"477","Europe","Denmark",2003,"Developed",77.3,539574,4458.7764
"478","Europe","Denmark",2002,"Developed",77,5375931,33228.69291
"479","Europe","Denmark",2001,"Developed",77,5358783,3751.64946
"480","Europe","Denmark",2000,"Developed",76.9,5339616,3743.55917
"481","Africa","Djibouti",2015,"Developing",63.5,927414,1862.167274
"482","Africa","Djibouti",2014,"Developing",63,912164,174.91511
"483","Africa","Djibouti",2013,"Developing",62.7,896688,1622.637974
"484","Africa","Djibouti",2012,"Developing",62.2,881185,1536.15685
"485","Africa","Djibouti",2011,"Developing",61.8,865937,143.986898
"486","Africa","Djibouti",2010,"Developing",61.3,851146,1325.99724
"487","Africa","Djibouti",2009,"Developing",69,83684,1253.657431
"488","Africa","Djibouti",2008,"Developing",62,822934,1214.77118
"489","Africa","Djibouti",2007,"Developing",59.8,8942,147.586896
"490","Africa","Djibouti",2006,"Developing",59.1,79628,965.6693779
"491","Africa","Djibouti",2005,"Developing",58.6,783254,94.7297489
"492","Africa","Djibouti",2004,"Developing",58.1,77752,864.184726
"493","Africa","Djibouti",2003,"Developing",58,758615,819.974118
"494","Africa","Djibouti",2002,"Developing",57.9,746221,792.15412
"495","Africa","Djibouti",2001,"Developing",57.7,732711,781.2322196
"496","Africa","Djibouti",2000,"Developing",57.4,717584,768.176767
"497","South America","Ecuador",2015,"Developing",76.2,16144368,625.62224
"498","South America","Ecuador",2014,"Developing",76,1593112,6432.216537
"499","South America","Ecuador",2013,"Developing",76,15661547,674.9829
"500","South America","Ecuador",2012,"Developing",75.5,15419666,572.14313
"501","South America","Ecuador",2011,"Developing",75.3,15177355,5223.351763
"502","South America","Ecuador",2010,"Developing",75,1493469,4657.32361
"503","South America","Ecuador",2009,"Developing",75.1,14691275,4255.56571
"504","South America","Ecuador",2008,"Developing",74.6,14447562,4274.95265
"505","South America","Ecuador",2007,"Developing",74.7,1425453,359.71886
"506","South America","Ecuador",2006,"Developing",74.4,1396748,335.786541
"507","South America","Ecuador",2005,"Developing",74.2,13735233,321.942547
"508","South America","Ecuador",2004,"Developing",74.4,1359647,278.557892
"509","South America","Ecuador",2003,"Developing",74.4,1328961,244.46898
"510","South America","Ecuador",2002,"Developing",73.6,13726,2183.966796
"511","South America","Ecuador",2001,"Developing",73.4,12852755,193.741571
"512","South America","Ecuador",2000,"Developing",72.8,12628596,1451.29776
"513","Africa","Eritrea",2011,"Developing",62.9,447469,582.775532
"514","Africa","Eritrea",2010,"Developing",62.1,43984,482.14994
"515","Africa","Eritrea",2009,"Developing",61.4,431334,43.7544499
"516","Africa","Eritrea",2008,"Developing",67,4232636,326.825642
"517","Africa","Eritrea",2007,"Developing",62,4153332,317.3294336
"518","Africa","Eritrea",2006,"Developing",59.7,466648,297.828588
"519","Africa","Eritrea",2005,"Developing",59.4,39697,276.75896
"520","Africa","Eritrea",2004,"Developing",59.1,3858623,287.4222243
"521","Africa","Eritrea",2003,"Developing",58.8,3738265,232.7945459
"522","Africa","Eritrea",2002,"Developing",58.5,3614639,21.7687981
"523","Africa","Eritrea",2001,"Developing",58.1,3497124,215.139213
"524","Africa","Eritrea",2000,"Developing",45.3,339281,28.1969487
"525","Europe","Estonia",2015,"Developing",77.6,131547,1774.9291
"526","Europe","Estonia",2014,"Developing",77.3,1314545,19941.45532
"527","Europe","Estonia",2013,"Developing",76.9,1317997,1929.7746
"528","Europe","Estonia",2012,"Developing",76.3,1322696,17421.8922
"529","Europe","Estonia",2011,"Developing",76.1,1327439,17454.84342
"530","Europe","Estonia",2010,"Developing",75.6,1331475,14638.6482
"531","Europe","Estonia",2009,"Developing",74.9,1334515,14726.31828
"532","Europe","Estonia",2008,"Developing",74.2,13379,1894.5485
"533","Europe","Estonia",2007,"Developing",73,13468,16586.452
"534","Europe","Estonia",2006,"Developing",73,134681,12595.4165
"535","Europe","Estonia",2005,"Developing",72.8,1354775,1338.31322
"536","Europe","Estonia",2004,"Developing",72.3,136255,885.465115
"537","Europe","Estonia",2003,"Developing",71.9,13772,7174.237415
"538","Europe","Estonia",2002,"Developing",71.2,137935,538.347781
"539","Europe","Estonia",2001,"Developing",78,1388115,4498.95727
"540","Europe","Estonia",2000,"Developing",78,1396985,47.32827
"541","Africa","Ethiopia",2015,"Developing",64.8,9987333,645.4637627
"542","Africa","Ethiopia",2014,"Developing",64.2,97366774,571.1622759
"543","Africa","Ethiopia",2013,"Developing",63.7,94887724,52.1535887
"544","Africa","Ethiopia",2012,"Developing",63.3,92444183,468.567249
"545","Africa","Ethiopia",2011,"Developing",62.6,946756,354.8463544
"546","Africa","Ethiopia",2010,"Developing",61.8,877267,341.39992
"547","Africa","Ethiopia",2009,"Developing",68,85416253,379.7566385
"548","Africa","Ethiopia",2008,"Developing",59.8,83184892,325.3825543
"549","Africa","Ethiopia",2007,"Developing",58.5,8149,243.326822
"550","Africa","Ethiopia",2006,"Developing",57.2,7885689,193.794956
"551","Africa","Ethiopia",2005,"Developing",56,7672783,161.6266248
"552","Africa","Ethiopia",2004,"Developing",55,7462445,135.7623858
"553","Africa","Ethiopia",2003,"Developing",54,72545144,118.8734466
"554","Africa","Ethiopia",2002,"Developing",53.2,7497192,111.3634356
"555","Africa","Ethiopia",2001,"Developing",52.5,68492257,12.1789279
"556","Africa","Ethiopia",2000,"Developing",51.2,66537331,123.876257
"557","Oceania","Fiji",2015,"Developing",69.9,892149,4921.89629
"558","Oceania","Fiji",2014,"Developing",69.7,88586,546.3728
"559","Oceania","Fiji",2013,"Developing",69.6,879715,4763.68956
"560","Oceania","Fiji",2012,"Developing",69.4,873596,4546.73854
"561","Oceania","Fiji",2011,"Developing",69.2,86786,4353.121392
"562","Oceania","Fiji",2010,"Developing",69.1,85995,3651.966784
"563","Oceania","Fiji",2009,"Developing",68.9,851967,3369.48247
"564","Oceania","Fiji",2008,"Developing",68.7,84334,4177.657789
"565","Oceania","Fiji",2007,"Developing",68.6,834812,478.82327
"566","Oceania","Fiji",2006,"Developing",68.5,827411,3749.939813
"567","Oceania","Fiji",2005,"Developing",68.3,821817,3658.63832
"568","Oceania","Fiji",2004,"Developing",68.1,818354,3332.918533
"569","Oceania","Fiji",2003,"Developing",68,816628,2835.973972
"570","Oceania","Fiji",2002,"Developing",67.9,815691,2259.55796
"571","Oceania","Fiji",2001,"Developing",67.8,814218,238.891729
"572","Oceania","Fiji",2000,"Developing",67.7,811223,276.1338
"573","Europe","Finland",2015,"Developing",81.1,5479531,4245.39744
"574","Europe","Finland",2014,"Developing",89,5461512,49914.61864
"575","Europe","Finland",2013,"Developing",87,5438972,49638.7713
"576","Europe","Finland",2012,"Developing",84,5413971,47415.55987
"577","Europe","Finland",2011,"Developing",83,5388272,579.72415
"578","Europe","Finland",2010,"Developing",79.9,5363352,4622.41516
"579","Europe","Finland",2009,"Developing",79.7,5338871,4717.15571
"580","Europe","Finland",2008,"Developing",79.6,5313399,5341.31487
"581","Europe","Finland",2007,"Developing",79.3,528872,48288.5491
"582","Europe","Finland",2006,"Developing",79.2,5266268,4112.67651
"583","Europe","Finland",2005,"Developing",78.9,524696,38969.17163
"584","Europe","Finland",2004,"Developing",78.7,5228172,37636.11173
"585","Europe","Finland",2003,"Developing",78.4,521314,32816.1688
"586","Europe","Finland",2002,"Developing",78.1,52598,26834.2625
"587","Europe","Finland",2001,"Developing",78,51888,24913.24452
"588","Europe","Finland",2000,"Developing",77.5,517629,24253.2542
"589","Europe","France",2015,"Developing",82.4,6662468,36526.7711
"590","Europe","France",2014,"Developing",82.2,66331957,42955.24287
"591","Europe","France",2013,"Developing",82,6599857,42554.1225
"592","Europe","France",2012,"Developing",81.5,6565979,4838.2444
"593","Europe","France",2011,"Developing",81.7,65342776,4381.288
"594","Europe","France",2010,"Developing",81.3,6527512,473.34279
"595","Europe","France",2009,"Developing",81.1,647744,41631.13141
"596","Europe","France",2008,"Developing",89,6437499,45413.6571
"597","Europe","France",2007,"Developing",89,6416229,416.58397
"598","Europe","France",2006,"Developing",86,63621376,36544.5853
"599","Europe","France",2005,"Developing",81,63179356,34879.72633
"600","Europe","France",2004,"Developing",82,6274897,33874.74255
"601","Europe","France",2003,"Developing",79.3,62244884,29691.18158
"602","Europe","France",2002,"Developing",79.2,6185267,24275.2426
"603","Europe","France",2001,"Developing",79,61357431,22527.31775
"604","Europe","France",2000,"Developing",78.8,6912498,22465.64184
"605","Africa","Gabon",2015,"Developing",66,193175,7388.984144
"606","Africa","Gabon",2014,"Developing",65.5,1875713,9692.163874
"607","Africa","Gabon",2013,"Developing",64.6,1817271,9679.742995
"608","Africa","Gabon",2012,"Developing",63.5,1756817,9774.18117
"609","Africa","Gabon",2011,"Developing",62.8,169711,1716.2258
"610","Africa","Gabon",2010,"Developing",62.3,16421,8754.113376
"611","Africa","Gabon",2009,"Developing",61.7,1586754,763.66223
"612","Africa","Gabon",2008,"Developing",61.6,1536411,194.2746
"613","Africa","Gabon",2007,"Developing",61.6,1489193,8352.81711
"614","Africa","Gabon",2006,"Developing",61.4,1444844,727.777345
"615","Africa","Gabon",2005,"Developing",65,143126,6741.293948
"616","Africa","Gabon",2004,"Developing",59.7,136425,5685.577736
"617","Africa","Gabon",2003,"Developing",59.7,1328146,4892.11618
"618","Africa","Gabon",2002,"Developing",59.7,129449,412.55271
"619","Africa","Gabon",2001,"Developing",59.8,1262259,3976.14887
"620","Africa","Gabon",2000,"Developing",61,1231122,4116.46693
"621","Asia","Georgia",2015,"Developing",74.4,37171,3764.64912
"622","Asia","Georgia",2014,"Developing",74.5,3727,4429.6575
"623","Asia","Georgia",2013,"Developing",74.5,3776,4274.376857
"624","Asia","Georgia",2012,"Developing",74.2,3825,4142.869175
"625","Asia","Georgia",2011,"Developing",73.9,3875,3725.63221
"626","Asia","Georgia",2010,"Developing",73.8,3926,2964.47734
"627","Asia","Georgia",2009,"Developing",73.2,3978,276.588512
"628","Asia","Georgia",2008,"Developing",73.9,43,3174.9491
"629","Asia","Georgia",2007,"Developing",74.4,482,2492.12878
"630","Asia","Georgia",2006,"Developing",73.9,4136,1872.68416
"631","Asia","Georgia",2005,"Developing",73.9,419,153.57521
"632","Asia","Georgia",2004,"Developing",72.3,4245,127.367228
"633","Asia","Georgia",2003,"Developing",72.7,431,928.18227
"634","Asia","Georgia",2002,"Developing",71.7,4357,779.3845935
"635","Asia","Georgia",2001,"Developing",73,43864,733.974142
"636","Asia","Georgia",2000,"Developing",71.8,44183,691.997711
"637","Europe","Germany",2015,"Developed",81,81686611,41176.88158
"638","Europe","Germany",2014,"Developed",89,89825,4792.65288
"639","Europe","Germany",2013,"Developed",86,864565,4653.91143
"640","Europe","Germany",2012,"Developed",86,8425823,4465.24891
"641","Europe","Germany",2011,"Developed",85,8274983,4681.32796
"642","Europe","Germany",2010,"Developed",81,8177693,41785.55691
"643","Europe","Germany",2009,"Developed",80,819237,41732.7725
"644","Europe","Germany",2008,"Developed",79.9,821197,45699.19832
"645","Europe","Germany",2007,"Developed",79.8,82266372,41814.8191
"646","Europe","Germany",2006,"Developed",79.6,82376451,36447.87232
"647","Europe","Germany",2005,"Developed",79.2,82469422,34696.6292
"648","Europe","Germany",2004,"Developed",79.1,8251626,34165.9343
"649","Europe","Germany",2003,"Developed",78.5,82534176,3359.95215
"650","Europe","Germany",2002,"Developed",78.4,82488495,2525.16445
"651","Europe","Germany",2001,"Developed",78.3,82349925,23687.31689
"652","Europe","Germany",2000,"Developed",78,8221158,23718.7467
"653","Africa","Ghana",2015,"Developing",62.4,27582821,1361.11395
"654","Africa","Ghana",2014,"Developing",62.1,26962563,1432.227943
"655","Africa","Ghana",2013,"Developing",61.9,26346251,1814.492297
"656","Africa","Ghana",2012,"Developing",61.6,2573349,1629.8222
"657","Africa","Ghana",2011,"Developing",61.2,25121796,1574.978653
"658","Africa","Ghana",2010,"Developing",69,2451214,1312.67557
"659","Africa","Ghana",2009,"Developing",66,2393831,186.76538
"660","Africa","Ghana",2008,"Developing",63,2329864,1224.41554
"661","Africa","Ghana",2007,"Developing",59.9,227212,19.686718
"662","Africa","Ghana",2006,"Developing",59.4,22113425,922.9351677
"663","Africa","Ghana",2005,"Developing",58.9,215429,498.172394
"664","Africa","Ghana",2004,"Developing",58.3,2986536,423.1936389
"665","Africa","Ghana",2003,"Developing",57.9,2446782,373.2815537
"666","Africa","Ghana",2002,"Developing",57.6,19924522,39.484473
"667","Africa","Ghana",2001,"Developing",57.4,1942165,273.6596668
"668","Africa","Ghana",2000,"Developing",57.2,18938762,263.1124679
"669","Europe","Greece",2015,"Developing",81,182883,187.78991
"670","Europe","Greece",2014,"Developing",88,1892413,21673.7817
"671","Europe","Greece",2013,"Developing",86,1965211,21874.8195
"672","Europe","Greece",2012,"Developing",84,114511,22242.68193
"673","Europe","Greece",2011,"Developing",85,1114899,25916.29353
"674","Europe","Greece",2010,"Developing",83,11121341,26917.75898
"675","Europe","Greece",2009,"Developing",80,111717,2971.973
"676","Europe","Greece",2008,"Developing",79.9,1177841,31997.2821
"677","Europe","Greece",2007,"Developing",79.4,1148473,28827.32636
"678","Europe","Greece",2006,"Developing",79.7,112362,2481.15781
"679","Europe","Greece",2005,"Developing",79.3,1987314,22551.73574
"680","Europe","Greece",2004,"Developing",79.2,1955141,21955.149
"681","Europe","Greece",2003,"Developing",79.1,19287,18477.57841
"682","Europe","Greece",2002,"Developing",79,19222,1411.31339
"683","Europe","Greece",2001,"Developing",78.7,1862132,12538.17883
"684","Europe","Greece",2000,"Developing",78.2,18588,1242.95373
"685","North America","Guatemala",2015,"Developing",71.9,16252429,3923.573344
"686","North America","Guatemala",2014,"Developing",71.7,15923559,3687.763767
"687","North America","Guatemala",2013,"Developing",71.4,15596214,3452.828934
"688","North America","Guatemala",2012,"Developing",71.3,1527156,3299.65139
"689","North America","Guatemala",2011,"Developing",71.1,14948919,3187.845296
"690","North America","Guatemala",2010,"Developing",77,1463417,2825.5247
"691","North America","Guatemala",2009,"Developing",76,1431628,2635.753474
"692","North America","Guatemala",2008,"Developing",79,146366,2794.22189
"693","North America","Guatemala",2007,"Developing",75,137286,2489.955836
"694","North America","Guatemala",2006,"Developing",69.7,133978,2256.56724
"695","North America","Guatemala",2005,"Developing",69.2,139628,277.83438
"696","North America","Guatemala",2004,"Developing",69.6,12796925,1872.73783
"697","North America","Guatemala",2003,"Developing",69.4,125478,1753.349471
"698","North America","Guatemala",2002,"Developing",69.3,1228848,171.771491
"699","North America","Guatemala",2001,"Developing",68.4,11924946,1568.376276
"700","North America","Guatemala",2000,"Developing",67.7,1165743,1655.596261
"701","Africa","Guinea",2015,"Developing",59,1291533,554.48766
"702","Africa","Guinea",2014,"Developing",58.1,118559,561.997387
"703","Africa","Guinea",2013,"Developing",58.8,11536615,54.169324
"704","Africa","Guinea",2012,"Developing",58.4,11281469,52.3485646
"705","Africa","Guinea",2011,"Developing",58.1,113517,459.2912
"706","Africa","Guinea",2010,"Developing",57.8,179417,438.7513346
"707","Africa","Guinea",2009,"Developing",57.3,1556524,436.6895539
"708","Africa","Guinea",2008,"Developing",56.8,1323142,437.4467238
"709","Africa","Guinea",2007,"Developing",56.4,196727,49.456775
"710","Africa","Guinea",2006,"Developing",55.6,9881428,296.68382
"711","Africa","Guinea",2005,"Developing",54.7,9679745,33.424498
"712","Africa","Guinea",2004,"Developing",54,949229,386.3288283
"713","Africa","Guinea",2003,"Developing",53.3,939848,37.1931781
"714","Africa","Guinea",2002,"Developing",52.9,9137345,322.811171
"715","Africa","Guinea",2001,"Developing",52.5,8971139,315.83983
"716","Africa","Guinea",2000,"Developing",52.5,888546,34.516918
"717","Africa","Guinea-Bissau",2015,"Developing",58.9,177526,596.8717189
"718","Africa","Guinea-Bissau",2014,"Developing",58.4,1725744,642.6256154
"719","Africa","Guinea-Bissau",2013,"Developing",58.1,1681495,61.566347
"720","Africa","Guinea-Bissau",2012,"Developing",57.6,1638139,67.7518833
"721","Africa","Guinea-Bissau",2011,"Developing",57.1,1596154,692.69989
"722","Africa","Guinea-Bissau",2010,"Developing",56.7,155588,543.957418
"723","Africa","Guinea-Bissau",2009,"Developing",56.3,1517448,544.222779
"724","Africa","Guinea-Bissau",2008,"Developing",55.6,148841,583.5445622
"725","Africa","Guinea-Bissau",2007,"Developing",55,1445958,481.694976
"726","Africa","Guinea-Bissau",2006,"Developing",54.4,1412669,418.94454
"727","Africa","Guinea-Bissau",2005,"Developing",53.9,138838,424.9534585
"728","Africa","Guinea-Bissau",2004,"Developing",53.5,135345,393.3138244
"729","Africa","Guinea-Bissau",2003,"Developing",53,132122,36.5718585
"730","Africa","Guinea-Bissau",2002,"Developing",52.8,1293523,321.481324
"731","Africa","Guinea-Bissau",2001,"Developing",52.5,1267512,39.486749
"732","Africa","Guinea-Bissau",2000,"Developing",52.1,1243229,297.7519443
"733","South America","Guyana",2015,"Developing",66.2,768514,4136.689919
"734","South America","Guyana",2014,"Developing",66,763393,43.82321
"735","South America","Guyana",2013,"Developing",65.9,75881,3944.178173
"736","South America","Guyana",2012,"Developing",65.8,75391,3785.935665
"737","South America","Guyana",2011,"Developing",65.6,7491,3439.597513
"738","South America","Guyana",2010,"Developing",65.9,746556,326.281212
"739","South America","Guyana",2009,"Developing",66.1,745693,2716.35256
"740","South America","Guyana",2008,"Developing",66.3,746314,2576.124957
"741","South America","Guyana",2007,"Developing",65.7,747869,2327.58324
"742","South America","Guyana",2006,"Developing",65.2,74961,1945.6395
"743","South America","Guyana",2005,"Developing",65,75946,198.455216
"744","South America","Guyana",2004,"Developing",65.1,751652,145.58861
"745","South America","Guyana",2003,"Developing",65.3,751857,986.7958173
"746","South America","Guyana",2002,"Developing",65.3,751884,96.8674827
"747","South America","Guyana",2001,"Developing",65.4,752263,925.582546
"748","South America","Guyana",2000,"Developing",65.4,75331,946.599372
"749","North America","Haiti",2015,"Developing",63.5,171161,814.5463952
"750","North America","Haiti",2014,"Developing",63.1,1572466,83.1148117
"751","North America","Haiti",2013,"Developing",62.7,1431776,81.265673
"752","North America","Haiti",2012,"Developing",62.3,128921,766.8437623
"753","North America","Haiti",2011,"Developing",62.3,114554,74.9358452
"754","North America","Haiti",2010,"Developing",36.3,9999617,662.2795182
"755","North America","Haiti",2009,"Developing",62.5,985287,668.297646
"756","North America","Haiti",2008,"Developing",62.1,97529,674.7564147
"757","North America","Haiti",2007,"Developing",61.8,9556889,615.8198192
"758","North America","Haiti",2006,"Developing",61.1,949457,55.47626
"759","North America","Haiti",2005,"Developing",65,926344,465.311876
"760","North America","Haiti",2004,"Developing",58.7,9119178,387.9429725
"761","North America","Haiti",2003,"Developing",59.7,8976552,329.782946
"762","North America","Haiti",2002,"Developing",59.3,8834733,393.16327
"763","North America","Haiti",2001,"Developing",58.9,8692567,413.7383164
"764","North America","Haiti",2000,"Developing",58.6,85492,462.486524
"765","North America","Honduras",2015,"Developing",74.6,896829,2326.15856
"766","North America","Honduras",2014,"Developing",74.5,889216,2242.711912
"767","North America","Honduras",2013,"Developing",74.3,8657785,2136.77395
"768","North America","Honduras",2012,"Developing",74.1,855646,2178.38325
"769","North America","Honduras",2011,"Developing",73.9,83516,212.584798
"770","North America","Honduras",2010,"Developing",73.6,8194778,1932.85829
"771","North America","Honduras",2009,"Developing",73.4,83521,1815.489496
"772","North America","Honduras",2008,"Developing",73.2,7872658,1751.595857
"773","North America","Honduras",2007,"Developing",73,777972,1592.572182
"774","North America","Honduras",2006,"Developing",72.8,754146,1437.628785
"775","North America","Honduras",2005,"Developing",72.5,737343,1311.741714
"776","North America","Honduras",2004,"Developing",72.2,724153,1217.657961
"777","North America","Honduras",2003,"Developing",71.9,733821,1157.3427
"778","North America","Honduras",2002,"Developing",71.6,6863157,1132.8721
"779","North America","Honduras",2001,"Developing",71.3,669361,113.4546
"780","North America","Honduras",2000,"Developing",71,6524283,188.783165
"781","Europe","Hungary",2015,"Developed",75.8,984328,12365.6263
"782","Europe","Hungary",2014,"Developed",75.6,9866468,14117.97668
"783","Europe","Hungary",2013,"Developed",75.5,989382,13613.6147
"784","Europe","Hungary",2012,"Developed",75,992362,12834.32349
"785","Europe","Hungary",2011,"Developed",74.8,9971727,1448.87958
"786","Europe","Hungary",2010,"Developed",74.5,123,1325.53379
"787","Europe","Hungary",2009,"Developed",74.2,12265,12967.16543
"788","Europe","Hungary",2008,"Developed",74.1,138188,15669.25929
"789","Europe","Hungary",2007,"Developed",73.5,15578,13842.6549
"790","Europe","Hungary",2006,"Developed",73.4,17137,11398.76584
"791","Europe","Hungary",2005,"Developed",72.9,18765,11161.72441
"792","Europe","Hungary",2004,"Developed",72.9,117146,1259.5266
"793","Europe","Hungary",2003,"Developed",72.5,1129552,8396.25323
"794","Europe","Hungary",2002,"Developed",72.5,115868,665.6443
"795","Europe","Hungary",2001,"Developed",72.3,1187576,527.85364
"796","Europe","Hungary",2000,"Developed",71.7,121971,4623.46712
"797","Europe","Iceland",2015,"Developed",82.7,33815,5734.4436
"798","Europe","Iceland",2014,"Developed",82.5,327386,52473.11356
"799","Europe","Iceland",2013,"Developed",82.4,323764,4781.3888
"800","Europe","Iceland",2012,"Developed",82.5,32716,44333.8518
"801","Europe","Iceland",2011,"Developed",82.1,31914,46.217
"802","Europe","Iceland",2010,"Developed",81.8,31841,41676.44527
"803","Europe","Iceland",2009,"Developed",81.6,318499,4461.89251
"804","Europe","Iceland",2008,"Developed",81.4,317414,55575.29196
"805","Europe","Iceland",2007,"Developed",81.3,311566,68348.31817
"806","Europe","Iceland",2006,"Developed",81.1,33782,5613.54115
"807","Europe","Iceland",2005,"Developed",81,296734,56249.7555
"808","Europe","Iceland",2004,"Developed",88,29274,46917.27216
"809","Europe","Iceland",2003,"Developed",87,289521,3944.999
"810","Europe","Iceland",2002,"Developed",84,287523,31996.2172
"811","Europe","Iceland",2001,"Developed",80,284968,28585.9254
"812","Europe","Iceland",2000,"Developed",79.7,28125,31813.37344
"813","Asia","India",2015,"Developing",68.3,1395398,1613.18878
"814","Asia","India",2014,"Developing",68,1293859294,1573.11889
"815","Asia","India",2013,"Developing",67.6,127856227,1452.195373
"816","Asia","India",2012,"Developing",67.3,126365852,1446.98541
"817","Asia","India",2011,"Developing",66.8,124723629,1461.671957
"818","Asia","India",2010,"Developing",66.4,12398691,1345.77153
"819","Asia","India",2009,"Developing",66,121427132,19.317765
"820","Asia","India",2008,"Developing",65.5,119714696,991.484634
"821","Asia","India",2007,"Developing",65.2,1179681239,118.166373
"822","Asia","India",2006,"Developing",64.8,1161977719,792.259698
"823","Asia","India",2005,"Developing",64.4,1144118674,77.819
"824","Asia","India",2004,"Developing",64,1126135777,621.3183767
"825","Asia","India",2003,"Developing",63.7,11827848,541.1352279
"826","Asia","India",2002,"Developing",63.3,18987112,466.2842
"827","Asia","India",2001,"Developing",62.9,171477855,447.138966
"828","Asia","India",2000,"Developing",62.5,1535912,438.864634
"829","Asia","Indonesia",2015,"Developing",69.1,258162113,3336.16686
"830","Asia","Indonesia",2014,"Developing",68.9,255131116,3491.595887
"831","Asia","Indonesia",2013,"Developing",68.7,25232263,362.663981
"832","Asia","Indonesia",2012,"Developing",68.5,248883232,3687.953996
"833","Asia","Indonesia",2011,"Developing",68.3,24577511,3634.27685
"834","Asia","Indonesia",2010,"Developing",68.1,242524123,3113.48635
"835","Asia","Indonesia",2009,"Developing",67.9,23934478,2254.44566
"836","Asia","Indonesia",2008,"Developing",67.7,236159276,216.52766
"837","Asia","Indonesia",2007,"Developing",67.5,232989141,1855.93915
"838","Asia","Indonesia",2006,"Developing",67.3,22983822,1586.254
"839","Asia","Indonesia",2005,"Developing",67.2,22671273,126.928834
"840","Asia","Indonesia",2004,"Developing",65.3,223614649,1148.56996
"841","Asia","Indonesia",2003,"Developing",66.9,22545214,164.59447
"842","Asia","Indonesia",2002,"Developing",66.7,2175859,899.5556857
"843","Asia","Indonesia",2001,"Developing",66.5,2145652,747.9817455
"844","Asia","Indonesia",2000,"Developing",66.3,21154429,78.92744
"845","Asia","Iraq",2015,"Developing",68.9,36115649,4974.2693
"846","Asia","Iraq",2014,"Developing",67.9,3568,673.74737
"847","Asia","Iraq",2013,"Developing",69.5,33883145,6925.22446
"848","Asia","Iraq",2012,"Developing",76,32776571,6651.12242
"849","Asia","Iraq",2011,"Developing",77,3172753,5854.614497
"850","Asia","Iraq",2010,"Developing",76,376271,452.74948
"851","Asia","Iraq",2009,"Developing",74,29894652,3735.144836
"852","Asia","Iraq",2008,"Developing",69.3,29111417,4521.3247
